row,col,geo,clim,pH,EMF,EMF.plant,EMF.soil,plant.repl,plant.rich,plant.sor,bac.repl,bac.rich,bac.sor,bac.BC,fun.repl,fun.rich,fun.sor,fun.BC
Site25,Site20,299.9188754,1.094814774,0.731161421,4.38025855,3.236189914,2.951904437,0.307692308,0.384615385,0.692307692,0.664568431,0.068192656,0.732761087,0.724090909,0.410833927,0.02637206,0.437205987,0.62004878
Site26,Site20,315.6988542,0.622702598,0.642377534,2.307400618,0.943119458,2.105854529,0.296296296,0.333333333,0.62962963,0.636224976,0.067683508,0.703908484,0.662,0.456262714,0.007555943,0.463818657,0.610682927
Site27,Site20,323.6883452,0.939700789,0.611042045,2.933337807,1.28711114,2.635870938,0.24,0.44,0.68,0.691342306,0.018552201,0.709894507,0.678909091,0.444769568,0.000731529,0.445501097,0.639081301
Site28,Site20,527.372906,1.714259987,0.942675975,4.045542075,2.770247469,2.948243484,0.666666667,0.2,0.866666667,0.654079437,0.095675993,0.749755429,0.744727273,0.346829198,0.008852126,0.355681323,0.533617886
Site29,Site20,527.0136284,1.319375373,0.663267861,4.464895685,3.917448781,2.142169117,0.685714286,0.028571429,0.714285714,0.6729884,0.031117658,0.704106058,0.664363636,0.414422501,0.021843208,0.436265709,0.585073171
Site30,Site20,450.6028632,1.742330092,0.976622755,4.265620505,2.871098783,3.154728208,0.774193548,0.161290323,0.935483871,0.684916304,0.035790252,0.720706557,0.693454545,0.358435816,0.056238773,0.414674589,0.559634146
Site31,Site20,394.4558743,2.622646393,1.005346954,5.058654843,3.950579006,3.159575024,0.538461538,0.384615385,0.923076923,0.675181801,0.044191684,0.719373485,0.700090909,0.371778972,0.058839741,0.430618713,0.610585366
Site32,Site20,379.9638029,3.318750576,0.806888854,5.393696196,3.424119758,4.167416771,0.347826087,0.565217391,0.913043478,0.704525965,0.067174845,0.77170081,0.783,0.44709434,0.030943396,0.478037736,0.703170732
Site33,Site20,409.4733145,2.385378673,1.133300203,4.566281116,3.10599519,3.34719541,0.518518519,0.333333333,0.851851852,0.659777885,0.08160309,0.741380975,0.741272727,0.465101721,0.06885759,0.533959311,0.694
Site34,Site20,383.7510329,3.143696564,1.305645395,5.577262074,4.322438092,3.524539854,0.272727273,0.636363636,0.909090909,0.561330561,0.369695487,0.931026049,0.950363636,0.433946627,0.132106746,0.566053373,0.798357724
Site35,Site20,392.241441,3.167245158,0.981845337,6.179704194,4.633978392,4.088396774,0.272727273,0.636363636,0.909090909,0.610620484,0.284550981,0.895171465,0.925090909,0.401340034,0.144053601,0.545393635,0.786455285
Site36,Site20,387.1410701,2.94202071,0.812111436,4.85712758,3.101222898,3.738195402,0.19047619,0.714285714,0.904761905,0.543586023,0.354128884,0.897714908,0.929545455,0.316992259,0.258754147,0.575746406,0.892585366
Site37,Site20,273.4737198,2.686880546,1.880129369,5.111685304,3.306214045,3.898496548,0.48,0.44,0.92,0.649938042,0.156546881,0.806484924,0.829909091,0.445765708,0.097541379,0.543307087,0.75204878
Site38,Site20,269.471606,2.345763588,0.503979122,5.649025984,5.274511746,2.022627106,0.333333333,0.2,0.533333333,0.656495608,0.035598706,0.692094313,0.649181818,0.458263134,0.046102006,0.50436514,0.558081301
Site39,Site20,283.134745,2.120923005,1.350037338,3.985493814,1.390112129,3.735204038,0.689655172,0.24137931,0.931034483,0.712398088,0.049573611,0.761971699,0.768,0.503670412,0.023220974,0.526891386,0.677520325
Site40,Site20,318.6324684,1.848293093,1.276921196,4.738288193,3.442959246,3.255365821,0.5,0.285714286,0.785714286,0.667761252,0.081707553,0.749468804,0.750181818,0.444658635,0.097188755,0.54184739,0.764414634
Site41,Site20,334.9095342,1.834419016,1.483213169,3.702311851,2.32562974,2.88072202,0.37037037,0.333333333,0.703703704,0.623682076,0.135442011,0.759124088,0.771454545,0.450735064,0.068188927,0.518923991,0.67697561
Site42,Site20,336.5359168,1.628550476,1.410097027,4.776034007,2.978786764,3.733273396,0.8,0.028571429,0.828571429,0.622415669,0.107923632,0.730339302,0.736181818,0.415150513,0.129672511,0.544823023,0.693780488
Site43,Site20,352.6809709,1.553555408,1.363093792,5.058215471,3.364753065,3.776768535,0.533333333,0.2,0.733333333,0.628253875,0.091937214,0.720191089,0.721727273,0.428754403,0.09349984,0.522254243,0.684918699
Site44,Site20,369.1432388,1.332581609,1.177692146,4.68232222,3.58792806,3.008473635,0.666666667,0.090909091,0.757575758,0.668373151,0.061812666,0.730185817,0.725090909,0.421950085,0.058750581,0.480700667,0.638097561
Site45,Site20,369.0935642,1.679282091,0.490922668,3.844318382,2.923620579,2.496242484,0.32,0.44,0.76,0.615779093,0.104536489,0.720315582,0.713,0.446088462,0.075082638,0.5211711,0.664138211
Site46,Site20,398.9240243,1.20231756,0.895672741,4.046311487,2.936188534,2.784139642,0.5625,0.125,0.6875,0.659046557,0.040795465,0.699842022,0.679181818,0.428367896,0.081209435,0.509577331,0.657081301
Site47,Site20,424.196198,1.191216352,0.921785649,4.836961159,3.436435771,3.403983321,0.384615385,0.384615385,0.769230769,0.646870451,0.086851043,0.733721494,0.727636364,0.452275601,0.079329962,0.531605563,0.720146341
Site48,Site20,426.602227,1.532106041,0.386471037,2.904170543,1.123739423,2.67795001,0.666666667,0.090909091,0.757575758,0.581006705,0.120784549,0.701791254,0.686181818,0.473105319,0.029079403,0.502184722,0.606065041
Site49,Site20,481.8750375,0.44624347,0.976622755,5.072017934,3.190336515,3.942983495,0.647058824,0.058823529,0.705882353,0.620003825,0.070950469,0.690954293,0.661636364,0.449528937,0.021384776,0.470913713,0.608178862
Site50,Site20,502.8797141,0.646513315,0.600596882,4.548402297,2.747523315,3.624786765,0.482758621,0.24137931,0.724137931,0.612958658,0.132113616,0.745072273,0.750545455,0.392770695,0.1021462,0.494916895,0.671186992
Site51,Site20,498.6119514,0.294582386,0.72593884,2.944922721,1.526304004,2.518524552,0.222222222,0.333333333,0.555555556,0.588719961,0.098577734,0.687297695,0.653818182,0.38610164,0.108946258,0.495047897,0.665430894
Site52,Site20,552.5745771,0.66390475,0.470032342,3.679390278,2.26419874,2.90022704,0.387096774,0.161290323,0.548387097,0.651770814,0.038383089,0.690153903,0.642181818,0.360943857,0.111472742,0.472416599,0.624073171
Site53,Site20,568.8219717,0.768339008,0.874782415,3.735879204,1.192953134,3.540290418,0.6875,0.125,0.8125,0.618838458,0.093216203,0.712054661,0.683090909,0.472838562,0.045141546,0.517980107,0.66304878
Site54,Site20,408.6146099,0.417631936,0.446530725,3.64475798,2.388028483,2.753467032,0.375,0.125,0.5,0.591766216,0.105736006,0.697502221,0.654272727,0.424915202,0.053037311,0.477952513,0.567682927
Site55,Site20,546.45558,0.641524824,0.968788883,3.846436341,2.554793607,2.875430776,0.451612903,0.161290323,0.612903226,0.64278365,0.047610139,0.690393789,0.650181818,0.433570765,0.057602973,0.491173738,0.64502439
Site56,Site20,596.3916767,1.225315395,2.585177882,3.310869062,2.901378006,1.594948153,0.303030303,0.090909091,0.393939394,0.608501119,0.138905837,0.747406955,0.734363636,0.467408585,0.012863131,0.480271716,0.585650407
Site57,Site20,632.9203464,1.983912035,0.070504851,3.200693749,2.895965873,1.363019492,0.357142857,0.285714286,0.642857143,0.611611301,0.159060333,0.770671634,0.794454545,0.459494213,0.024146307,0.48364052,0.642382114
Site58,Site20,691.2437927,1.817591429,0.302909732,5.655929623,5.238999793,2.131295632,0.4,0.2,0.6,0.608998606,0.114871591,0.723870197,0.725181818,0.487235594,0.003646973,0.490882567,0.643552846
Site59,Site20,399.5552323,2.193666009,1.201193763,5.531400376,4.034516857,3.784053892,0.25,0.5,0.75,0.65826027,0.103339572,0.761599842,0.775454545,0.450761106,0.060888475,0.511649581,0.721455285
Site60,Site20,505.0283595,0.874647991,0.733772712,4.003517845,3.313371239,2.247159576,0.628571429,0.028571429,0.657142857,0.548518188,0.110119933,0.658638121,0.600363636,0.465897473,0.002482839,0.468380313,0.536691057
Site22,Site21,81.07459762,0.281682139,1.15680182,1.864235196,1.736416224,0.678403688,0.486486486,0.081081081,0.567567568,0.706444952,0.025540702,0.731985654,0.720090909,0.308183123,0.047695007,0.35587813,0.480422764
Site23,Site21,174.5470092,0.60115878,0.470032342,3.987087993,3.374372199,2.123789756,0.307692308,0.538461538,0.846153846,0.76416134,0.039894203,0.804055543,0.827909091,0.34332597,0.05806248,0.401388451,0.658308943
Site24,Site21,212.2457894,0.709173227,1.047127607,3.91751487,2.907321541,2.625719751,0.307692308,0.538461538,0.846153846,0.710554258,0.001911234,0.712465492,0.694454545,0.351430039,0.022435349,0.373865388,0.564560976
Site25,Site21,310.2092191,0.641462815,0.780775946,4.29889299,3.522222495,2.464635801,0.285714286,0.428571429,0.714285714,0.707695512,0.017390399,0.725085911,0.727181818,0.354138193,0.093394077,0.44753227,0.637658537
Site26,Site21,326.4989485,0.399167599,0.691992059,1.92976523,1.206484784,1.506116964,0.206896552,0.379310345,0.586206897,0.684429642,0.017901749,0.702331391,0.652818182,0.395846249,0.074705518,0.470551767,0.633341463
Site27,Site21,334.7212439,0.471681155,0.66065657,2.52512819,1.431978653,2.079834011,0.148148148,0.481481481,0.62962963,0.643859996,0.067035792,0.710895788,0.683090909,0.387197502,0.067915691,0.455113193,0.652211382
Site28,Site21,535.0482008,2.184595712,0.9922905,4.023496137,3.128848611,2.529590389,0.5625,0.25,0.8125,0.743040685,0.010278373,0.753319058,0.758909091,0.378269618,0.075994428,0.454264046,0.622544715
Site29,Site21,534.1456843,1.788341762,0.712882386,4.373662691,4.181642061,1.281715652,0.648648649,0.081081081,0.72972973,0.648496994,0.054509018,0.703006012,0.672272727,0.331947554,0.045410937,0.377358491,0.545723577
Site30,Site21,454.0800121,2.047829254,1.02623728,4.088450376,3.154514456,2.600858516,0.666666667,0.212121212,0.878787879,0.668814822,0.049843923,0.718658745,0.695272727,0.299691494,0.122961657,0.422653151,0.596528455
Site31,Site21,396.240501,2.887454875,1.054961479,5.137883129,4.195605808,2.965591839,0.428571429,0.428571429,0.857142857,0.670865502,0.041446566,0.712312068,0.696363636,0.32488648,0.12553098,0.45041746,0.630325203
Site32,Site21,379.3517525,3.628108684,0.856503379,5.381724257,3.740986682,3.868846679,0.32,0.6,0.92,0.751274316,0.018412566,0.769686882,0.790909091,0.446811945,0.036319613,0.483131558,0.724284553
Site33,Site21,407.9626161,2.610554257,1.182914728,4.510207308,3.331323454,3.040436483,0.413793103,0.379310345,0.793103448,0.732608466,0.003905838,0.736514304,0.744,0.534899329,0.001677852,0.536577181,0.704390244
Site34,Site21,376.2537345,3.43029526,1.35525992,5.675242646,4.608983022,3.311442976,0.25,0.666666667,0.916666667,0.633310487,0.293488691,0.926799178,0.953181818,0.505800464,0.065500625,0.571301089,0.813373984
Site35,Site21,379.4684396,3.351444323,1.031459862,6.227470053,4.930668866,3.803930572,0.25,0.666666667,0.916666667,0.69159117,0.204032155,0.895623325,0.925181818,0.479783394,0.077617329,0.557400722,0.793130081
Site36,Site21,372.7689488,3.010350162,0.861725961,4.708171568,3.428186083,3.227138004,0.173913043,0.739130435,0.913043478,0.612802815,0.277033428,0.889836243,0.926,0.371897518,0.194955965,0.566853483,0.894569106
Site37,Site21,253.3389444,2.724181217,1.929743894,5.064306596,3.621055546,3.540502512,0.444444444,0.481481481,0.925925926,0.719154738,0.072029084,0.791183822,0.817272727,0.523045054,0.030554117,0.553599171,0.771731707
Site38,Site21,248.6239217,2.065669022,0.553593647,5.523027701,5.342535429,1.400410719,0.3125,0.25,0.5625,0.646330414,0.050035236,0.69636565,0.656545455,0.486309231,0.021151008,0.507460239,0.575739837
Site39,Site21,261.7030393,1.889644674,1.399651863,3.510140934,1.735635431,3.051009509,0.516129032,0.290322581,0.806451613,0.720196139,0.036060885,0.756257023,0.778727273,0.498318655,0.044035228,0.542353883,0.695487805
Site40,Site21,297.1241031,1.620203125,1.326535721,4.58001897,3.737160451,2.647679272,0.4,0.333333333,0.733333333,0.750422297,0.003800676,0.754222973,0.766636364,0.513891286,0.030198447,0.544089733,0.782926829
Site41,Site21,313.6319358,1.515063202,1.532827694,3.427874527,2.588498887,2.2472199,0.275862069,0.379310345,0.655172414,0.722778891,0.050545536,0.773324427,0.798454545,0.522803488,0.001006036,0.523809524,0.694845528
Site42,Site21,315.5666932,1.398632625,1.459711552,4.296558007,3.027840711,3.048375196,0.648648649,0.081081081,0.72972973,0.702070012,0.022650916,0.724720928,0.741090909,0.477564103,0.063034188,0.540598291,0.703235772
Site43,Site21,332.9301634,1.286660822,1.412708317,4.764914657,3.646148196,3.067574778,0.375,0.25,0.625,0.697813333,0.006506667,0.70432,0.715909091,0.502407153,0.02647868,0.528885832,0.675715447
Site44,Site21,350.6582917,1.104029694,1.227306671,4.553360929,3.90169225,2.347316198,0.457142857,0.142857143,0.6,0.702255328,0.023794744,0.726050072,0.743272727,0.47865803,0.008470354,0.487128384,0.653268293
Site45,Site21,350.2747676,1.330744796,0.540537194,3.504891371,3.178299411,1.477388365,0.148148148,0.481481481,0.62962963,0.718513718,0.019226615,0.737740333,0.749272727,0.514941752,0.007935168,0.52287692,0.686642276
Site46,Site21,381.4220221,0.986895777,0.945287266,3.594913936,3.026146471,1.940578198,0.470588235,0.176470588,0.647058824,0.649458447,0.044842595,0.694301043,0.686272727,0.491251911,0.014098862,0.505350773,0.675105691
Site47,Site21,408.0513461,0.899451382,0.971400174,4.72916675,3.677184834,2.97377367,0.285714286,0.428571429,0.714285714,0.730340656,0.001379603,0.731720259,0.742090909,0.519498135,0.012207528,0.531705663,0.729780488
Site48,Site21,412.1019218,1.106534412,0.336856512,2.389837066,1.449195472,1.900303578,0.571428571,0.142857143,0.714285714,0.674788717,0.035671167,0.710459884,0.709818182,0.472047688,0.038182697,0.510230385,0.675699187
Site49,Site21,469.6702902,0.589881397,1.02623728,4.594558749,3.297600094,3.199344264,0.666666667,0.111111111,0.777777778,0.671470343,0.014619883,0.686090226,0.664727273,0.432475627,0.045868627,0.478344254,0.615658537
Site50,Site21,492.1327032,0.470128002,0.550982357,4.629021372,2.827763979,3.664913333,0.451612903,0.290322581,0.741935484,0.712240595,0.047164577,0.759405171,0.793272727,0.459857812,0.035200277,0.495058089,0.688227642
Site51,Site21,488.9765524,0.461610723,0.676324315,2.444187468,1.771500535,1.683994725,0.137931034,0.379310345,0.517241379,0.67969505,0.013207345,0.692902395,0.675909091,0.461860709,0.042066678,0.503927387,0.630235772
Site52,Site21,542.1226073,0.893341897,0.420417817,3.248362039,2.562963852,1.995763569,0.363636364,0.212121212,0.575757576,0.636308562,0.047253635,0.683562197,0.649181818,0.42519685,0.044619423,0.469816273,0.612146341
Site53,Site21,558.0288965,1.026912753,0.92439694,3.03021206,1.367290654,2.704200694,0.588235294,0.176470588,0.764705882,0.707465556,0.007796646,0.715262202,0.693727273,0.496969697,0.022113022,0.519082719,0.687829268
Site54,Site21,400.6948726,0.834620588,0.3969162,3.161767561,2.592735183,1.809557508,0.352941176,0.176470588,0.529411765,0.680653185,0.020439061,0.701092246,0.679090909,0.469286658,0.014200793,0.48348745,0.551398374
Site55,Site21,538.0812949,0.900081539,0.919174358,3.484080653,2.854420952,1.997773516,0.424242424,0.212121212,0.636363636,0.672035885,0.038026302,0.710062188,0.683181818,0.49004645,0.009621765,0.499668215,0.643682927
Site56,Site21,589.0898022,1.574341035,2.535563357,3.25373561,3.040084309,1.159604595,0.342857143,0.142857143,0.485714286,0.698614835,0.05406613,0.752680965,0.744909091,0.411773771,0.079981507,0.491755278,0.586642276
Site57,Site21,625.0649361,2.423464029,0.120119376,2.975470492,2.84802935,0.861483298,0.2,0.333333333,0.533333333,0.719963558,0.074592871,0.794556429,0.833181818,0.405236718,0.091185873,0.496422591,0.672292683
Site58,Site21,683.2214664,2.187212739,0.352524257,5.905639337,5.414880018,2.357042716,0.375,0.25,0.625,0.710170231,0.029681362,0.739851593,0.748181818,0.434241245,0.070817121,0.505058366,0.663934959
Site59,Site21,403.5689987,2.481882988,1.250808288,5.505067013,4.251269228,3.497495214,0.307692308,0.538461538,0.846153846,0.740317186,0.018017046,0.758334232,0.779636364,0.51930759,0.0063249,0.52563249,0.730886179
Site60,Site21,508.930377,1.291641243,0.684158187,4.361454486,3.546657422,2.538406263,0.486486486,0.081081081,0.567567568,0.64081677,0.02487238,0.66568915,0.614909091,0.419510675,0.069658719,0.489169394,0.568235772
Site23,Site22,128.0964989,0.881463865,1.626834162,4.723986817,4.250851182,2.060659037,0.347826087,0.47826087,0.826086957,0.752573821,0.014368141,0.766941962,0.771909091,0.375169504,0.010396263,0.385565768,0.61401626
Site24,Site22,171.0858707,0.939594311,2.203929427,4.144239658,3.429407131,2.326776541,0.434782609,0.47826087,0.913043478,0.759882391,0.023630622,0.783513013,0.779363636,0.319973933,0.070055393,0.390029326,0.640926829
Site25,Site22,268.9966125,0.723176233,1.937577766,4.629003558,4.181290965,1.986071451,0.4,0.36,0.76,0.753415884,0.042912041,0.796327925,0.812636364,0.427658338,0.045903544,0.473561883,0.68996748
Site26,Site22,282.988441,0.671527268,1.848793879,2.575330421,2.336659817,1.082750053,0.461538462,0.307692308,0.769230769,0.736370426,0.043422597,0.779793023,0.778818182,0.47755888,0.027107095,0.504665975,0.686186992
Site27,Site22,290.1652915,0.538371694,1.81745839,2.616547536,2.073590595,1.595789163,0.333333333,0.416666667,0.75,0.686709181,0.092418261,0.779127442,0.778636364,0.466885442,0.020286396,0.487171838,0.71001626
Site28,Site22,500.909797,2.331981018,2.14909232,4.633409327,4.208939088,1.93734709,0.689655172,0.172413793,0.862068966,0.798682043,0.015266337,0.81394838,0.830272727,0.44704142,0.028402367,0.475443787,0.680113821
Site29,Site22,502.046131,1.94028379,1.869684206,5.026926177,4.923856581,1.012730546,0.647058824,0,0.647058824,0.703540277,0.07993843,0.783478707,0.790909091,0.464520067,0.002289028,0.466809095,0.66703252
Site30,Site22,436.4777588,2.304742572,2.1830391,4.464759237,3.916221911,2.144127093,0.733333333,0.133333333,0.866666667,0.719059406,0.075288779,0.794348185,0.802090909,0.289051506,0.075710667,0.364762173,0.543439024
Site31,Site22,385.7984031,3.156017659,2.211763299,5.784288084,5.258486153,2.409629022,0.48,0.36,0.84,0.728483713,0.066916433,0.795400146,0.799363636,0.367948358,0.078304799,0.446253157,0.669162602
Site32,Site22,378.1967994,3.887197287,2.013305199,5.693583014,4.618620791,3.329448834,0.363636364,0.545454545,0.909090909,0.775005332,0.043932608,0.81893794,0.845636364,0.500153988,0.011395134,0.511549122,0.748869919
Site33,Site22,409.7322765,2.885166736,2.339716548,4.829059553,4.167913661,2.438916128,0.538461538,0.307692308,0.846153846,0.791729812,0.029443603,0.821173414,0.832272727,0.508707461,0.049368909,0.55807637,0.745528455
Site34,Site22,400.8680613,3.694978527,2.51206174,6.051307877,5.384195619,2.762021823,0.285714286,0.619047619,0.904761905,0.673654391,0.269971671,0.943626062,0.962090909,0.468315825,0.112843104,0.581158929,0.805300813
Site35,Site22,423.736973,3.631084369,2.188261682,6.686662695,5.820084397,3.292123267,0.285714286,0.619047619,0.904761905,0.745856354,0.179426467,0.92528282,0.952090909,0.447336873,0.124850146,0.572187018,0.80502439
Site36,Site22,423.1226604,3.290350306,2.018527781,5.286026674,4.407350692,2.918447853,0.2,0.7,0.9,0.658093374,0.253284876,0.91137825,0.944636364,0.344475921,0.240415486,0.584891407,0.891821138
Site37,Site22,326.8033388,3.002143454,3.086545714,5.546146558,4.656228565,3.013183896,0.5,0.416666667,0.916666667,0.810085211,0.046574063,0.856659274,0.874,0.47767564,0.078135259,0.5558109,0.786520325
Site38,Site22,325.1363752,2.257228796,1.710395467,5.884577843,5.718916453,1.386452666,0.344827586,0.172413793,0.517241379,0.635182512,0.07547948,0.710661992,0.685909091,0.489840575,0.026570803,0.516411379,0.629349593
Site39,Site22,341.1631298,2.107247993,2.556453683,4.142719216,2.916071261,2.942558564,0.714285714,0.214285714,0.928571429,0.727862675,0.061544903,0.789407578,0.774545455,0.541870416,0.003667482,0.545537897,0.722723577
Site40,Site22,378.0842606,1.843237012,2.483337541,5.047138332,4.42739101,2.423182656,0.592592593,0.259259259,0.851851852,0.754790516,0.02933853,0.784129046,0.765454545,0.462422054,0.077781424,0.540203479,0.775170732
Site41,Site22,394.6495496,1.693181774,2.689629514,3.953962521,3.42087454,1.982785162,0.384615385,0.307692308,0.692307692,0.744712473,0.025037156,0.769749628,0.793181818,0.487945074,0.048698707,0.536643781,0.713666667
Site42,Site22,396.1898243,1.625192846,2.616513371,4.846865337,3.672044424,3.163572877,0.764705882,0,0.764705882,0.760008897,0.002891459,0.762900356,0.743,0.432459848,0.110397295,0.542857143,0.725536585
Site43,Site22,411.0324163,1.499756634,2.569510137,5.409134054,4.438793889,3.091252177,0.551724138,0.172413793,0.724137931,0.746608315,0.019037199,0.765645514,0.752,0.471300082,0.074080131,0.545380213,0.720845528
Site44,Site22,425.5875928,1.33873041,2.384108491,5.2062935,4.678581513,2.283936739,0.6875,0.0625,0.75,0.739264129,0.049305482,0.788569611,0.792727273,0.440189873,0.039240506,0.47943038,0.677089431
Site45,Site22,426.0656172,1.493737517,1.697339013,4.34286318,4.008769466,1.670397548,0.333333333,0.416666667,0.75,0.717943034,0.006317189,0.724260224,0.723909091,0.458694953,0.055609129,0.514304082,0.681943089
Site46,Site22,453.6496355,1.230048417,2.102089086,3.688613965,3.16057257,1.90175025,0.580645161,0.096774194,0.677419355,0.685192866,0.070302779,0.755495645,0.743272727,0.447462011,0.061752344,0.509214355,0.695447154
Site47,Site22,476.3783268,1.114778407,2.128201994,4.848102553,4.184927203,2.447546254,0.32,0.36,0.68,0.744013931,0.02416195,0.768175882,0.748545455,0.464741004,0.059867678,0.524608682,0.750243902
Site48,Site22,475.577698,1.201664558,0.819945308,3.327942184,2.627199507,2.042797574,0.6875,0.0625,0.75,0.668544389,0.010139703,0.678684092,0.627909091,0.486935137,0.009529665,0.496464802,0.62295935
Site49,Site22,525.8273935,0.856671937,2.1830391,4.784882042,3.460534486,3.304511648,0.606060606,0.03030303,0.636363636,0.70185205,0.040145595,0.741997645,0.718,0.474069555,0.001830384,0.475899939,0.663292683
Site50,Site22,543.5338253,0.745568264,0.605819463,4.855406359,3.131829483,3.710338933,0.571428571,0.214285714,0.785714286,0.720601641,0.021649954,0.742251595,0.763090909,0.404879657,0.082756347,0.487636004,0.668756098
Site51,Site22,536.7856395,0.712375492,0.480477505,2.911293516,2.57735421,1.353837218,0.230769231,0.307692308,0.538461538,0.735624587,0.012337519,0.747962106,0.742545455,0.423025879,0.089581951,0.51260783,0.718918699
Site52,Site22,592.3310207,1.156357905,0.736384003,3.99804004,3.488414299,1.953276692,0.4,0.133333333,0.533333333,0.68486917,0.072706588,0.757575758,0.751181818,0.376122381,0.09211839,0.468240772,0.671154472
Site53,Site22,609.2806219,1.286760968,2.08119876,3.550836235,2.187335572,2.797141588,0.709677419,0.096774194,0.806451613,0.738606486,0.01774759,0.756354075,0.736363636,0.478138663,0.025608994,0.503747658,0.709
Site54,Site22,443.5239448,0.878413501,0.75988562,3.94294648,3.417431901,1.966719641,0.516129032,0.096774194,0.612903226,0.725699068,0.005104305,0.730803373,0.710363636,0.445948072,0.033516916,0.479464988,0.625699187
Site55,Site22,581.4536405,1.157308945,0.237627462,4.09420605,3.644116305,1.866263524,0.533333333,0.133333333,0.666666667,0.63944015,0.063505327,0.702945477,0.673181818,0.45266319,0.038090722,0.490753912,0.686130081
Site56,Site22,628.5929671,1.814908396,1.378761537,3.656050841,3.615057313,0.545956391,0.5,0.0625,0.5625,0.680050476,0.028564873,0.708615349,0.692818182,0.43871538,0.032410136,0.471125516,0.616121951
Site57,Site22,666.28533,2.613913207,1.276921196,2.969744147,2.688384931,1.26173165,0.444444444,0.259259259,0.703703704,0.734378657,0.049145799,0.783524456,0.809727273,0.445253349,0.043680839,0.488934188,0.655894309
Site58,Site22,724.7875009,2.422086992,1.509326077,6.331139871,6.051088085,1.862166765,0.551724138,0.172413793,0.724137931,0.746780155,0.004143801,0.750923956,0.763363636,0.460737656,0.023200476,0.483938132,0.655186992
Site59,Site22,384.6055183,2.744553326,2.407610108,5.422897541,4.587744566,2.891438661,0.347826087,0.47826087,0.826086957,0.822005756,0.00752712,0.829532876,0.852454545,0.477564611,0.041382591,0.518947202,0.748121951
Site60,Site22,489.162409,1.497627836,0.472643633,5.318381337,4.815550872,2.257354611,0.588235294,0,0.588235294,0.681007579,0.000668747,0.681676326,0.645909091,0.442525313,0.022036927,0.464562239,0.577252033
Site24,Site23,43.22448728,0.54279291,0.577095265,4.404383026,2.201723002,3.814578045,0.666666667,0,0.666666667,0.767226148,0.037985866,0.805212014,0.808272727,0.337683261,0.080393105,0.418076365,0.694455285
Site25,Site23,141.0875415,0.892503542,0.310743604,3.883157518,2.009869355,3.322549846,0.714285714,0.142857143,0.857142857,0.755762363,0.057244887,0.81300725,0.831090909,0.436070761,0.035524234,0.471594995,0.694617886
Site26,Site23,155.6586971,0.299834283,0.221959717,3.680553514,2.565587897,2.63898331,0.666666667,0.2,0.866666667,0.755353666,0.057754705,0.813108371,0.832454545,0.499706745,0.016715543,0.516422287,0.721528455
Site27,Site23,163.2208299,0.822803328,0.190624228,3.893670797,2.606323995,2.892705914,0.769230769,0.076923077,0.846153846,0.702420016,0.106644791,0.809064807,0.823181818,0.493725085,0.009892219,0.503617304,0.741219512
Site28,Site23,372.8165606,1.901413377,0.522258158,3.673852903,2.273373877,2.885994866,0.555555556,0.333333333,0.888888889,0.801960348,0.02962798,0.831588327,0.858,0.483526139,0.018011422,0.50153756,0.712813008
Site29,Site23,374.0519945,1.517313417,0.242850043,2.508662273,1.040253831,2.282818075,0.434782609,0.47826087,0.913043478,0.721147848,0.094198378,0.815346226,0.840636364,0.483539716,0.012684989,0.496224706,0.706471545
Site30,Site23,313.5143498,1.491884197,0.556204938,3.656677762,1.40988659,3.373946066,0.526315789,0.368421053,0.894736842,0.716062284,0.089560038,0.805622322,0.820545455,0.396655052,0.065365854,0.462020906,0.676170732
Site31,Site23,268.641862,2.301520821,0.584929137,4.176983619,1.559342821,3.875002209,0.714285714,0.142857143,0.857142857,0.739295507,0.081206497,0.820502004,0.834272727,0.297150799,0.067963864,0.365114663,0.610365854
Site32,Site23,269.6063845,3.058619907,0.386471037,4.822295312,1.643495688,4.533591733,0.727272727,0.090909091,0.818181818,0.781320938,0.058263971,0.83958491,0.867727273,0.498247753,0.021788816,0.520036569,0.761650407
Site33,Site23,302.7273322,2.014671196,0.712882386,3.545514966,0.619758581,3.490927624,0.666666667,0.2,0.866666667,0.791351114,0.043793217,0.835144331,0.857272727,0.485461441,0.059734513,0.545195954,0.752918699
Site34,Site23,322.068166,2.850491186,0.885227578,4.437764346,1.659022222,4.115992913,0.6,0.2,0.8,0.682821289,0.256598875,0.939420164,0.961090909,0.440462234,0.123094959,0.563557193,0.806886179
Site35,Site23,374.071661,2.75029696,0.56142752,4.954394145,1.837187476,4.6011698,0.6,0.2,0.8,0.747826087,0.16548495,0.913311037,0.941272727,0.423155044,0.13507109,0.558226134,0.809154472
Site36,Site23,384.4841951,2.42960806,0.391693618,4.664940993,1.643185351,4.365961105,0.444444444,0.333333333,0.777777778,0.679664153,0.239789384,0.919453536,0.945636364,0.335943326,0.250186428,0.586129754,0.89398374
Site37,Site23,349.5258438,2.155148632,1.459711552,4.339391075,1.21187137,4.166735255,0.769230769,0.076923077,0.846153846,0.829383886,0.032227488,0.861611374,0.880545455,0.458691771,0.088459666,0.547151436,0.792455285
Site38,Site23,358.3291022,1.808095297,0.083561305,5.840635296,4.917626152,3.151186077,0.555555556,0.333333333,0.888888889,0.671403197,0.089750287,0.761153484,0.752363636,0.482758621,0.036956858,0.519715479,0.733162602
