row,col,geo,clim,pH,EMF,EMF.plant,EMF.soil,plant.repl,plant.rich,plant.sor,bac.repl,bac.rich,bac.sor,bac.BC,fun.repl,fun.rich,fun.sor,fun.BC
Site60,Site6,285.3314625,1.596399061,0.227182299,2.817760429,2.309225193,1.614698994,0.512820513,0.128205128,0.641025641,0.579836286,0.069733706,0.649569993,0.567090909,0.411351351,0.072432432,0.483783784,0.522252033
Site8,Site7,18.34898061,0.966402786,2.436334307,3.103556101,3.010561733,0.754041463,0.382978723,0.191489362,0.574468085,0.674390244,0.117276423,0.791666667,0.774909091,0.270658391,0.068759888,0.339418279,0.477642276
Site9,Site7,132.4883463,1.379841441,2.459835924,1.631069257,1.143534096,1.163063495,0.142857143,0.357142857,0.5,0.685346369,0.035650411,0.720996781,0.685,0.355782398,0.093240383,0.449022781,0.578764228
Site10,Site7,173.7951967,1.915682859,3.765481319,3.070994854,1.53580123,2.659384134,0.307692308,0.461538462,0.769230769,0.801794728,0.025687044,0.827481772,0.842272727,0.314826742,0.131263687,0.446090429,0.600325203
Site11,Site7,179.5035739,2.014581803,3.945660384,2.771228801,0.505301112,2.724771524,0.842105263,0,0.842105263,0.807854778,0.008334285,0.816189063,0.830909091,0.33509567,0.105488419,0.440584089,0.582365854
Site12,Site7,364.4389115,1.338862013,2.720965003,1.085361341,0.851642118,0.67284095,0.55,0.05,0.6,0.712708333,0.095208333,0.807916667,0.814181818,0.325675847,0.114608453,0.4402843,0.589081301
Site13,Site7,386.1678922,1.172139708,1.626834162,2.819103434,0.931301433,2.660831038,0.454545455,0.136363636,0.590909091,0.664851916,0.054224739,0.719076655,0.674818182,0.315707621,0.138154484,0.453862105,0.599715447
Site14,Site7,411.0884728,2.29616955,1.164635692,2.029606298,0.565777,1.949153178,0.45,0.05,0.5,0.650576212,0.055664275,0.706240487,0.672636364,0.340107219,0.094875951,0.434983169,0.544121951
Site15,Site7,464.8296288,2.423799196,1.65294707,2.414362593,0.880326843,2.248148434,0.303030303,0.151515152,0.454545455,0.64136181,0.081624022,0.722985832,0.703818182,0.277694983,0.090660705,0.368355688,0.466747967
Site16,Site7,392.9651362,1.215641304,1.219472799,1.396296886,1.376429731,0.234704472,0.3125,0.1875,0.5,0.732489833,0.018752824,0.751242657,0.742818182,0.323814514,0.150379879,0.474194394,0.634747967
Site17,Site7,417.9885339,1.55078099,1.908853567,3.192859738,2.739663009,1.639695063,0.444444444,0.055555556,0.5,0.681647135,0.066121922,0.747769057,0.726454545,0.312669158,0.131846887,0.444516046,0.586934959
Site18,Site7,424.2348007,1.276723143,2.624347244,1.7859565,1.280356372,1.245121754,0.4,0.266666667,0.666666667,0.687373941,0.124041952,0.811415894,0.812272727,0.283932599,0.165185087,0.449117686,0.612577236
Site19,Site7,437.8288487,1.73798159,2.626958535,1.871751738,0.995396133,1.585131259,0.375,0.1875,0.5625,0.69094693,0.096149844,0.787096774,0.788181818,0.270132654,0.176738577,0.446871231,0.618845528
Site20,Site7,372.2354181,1.50289695,2.519895612,1.80003287,1.545521375,0.922757829,0.594594595,0.027027027,0.621621622,0.639444836,0.126420597,0.765865433,0.754818182,0.297207276,0.125032027,0.422239303,0.560121951
Site21,Site7,388.7799336,1.361440856,2.470281087,1.833709321,1.80661316,0.314068087,0.666666667,0.025641026,0.692307692,0.744067984,0.04138616,0.785454144,0.793545455,0.267353579,0.190618221,0.4579718,0.593902439
Site22,Site7,322.7656986,1.086871301,1.313479267,2.806802389,2.733481978,0.63735071,0.5,0.055555556,0.555555556,0.644912758,0.015862225,0.660774983,0.604272727,0.283778502,0.144234528,0.428013029,0.564861789
Site23,Site7,220.3318303,1.941228161,2.940313429,2.833370548,1.862549323,2.135157765,0.4,0.52,0.92,0.772272675,0.001494425,0.7737671,0.76,0.224173554,0.134039256,0.35821281,0.524821138
Site24,Site7,197.2875471,2.008407873,3.517408694,3.048958661,1.294111514,2.760692723,0.4,0.52,0.92,0.790003317,0.039478049,0.829481367,0.833272727,0.280745342,0.212146308,0.492891649,0.675414634
Site25,Site7,148.4149853,1.662622627,3.251057033,3.111558028,1.783836561,2.549454939,0.296296296,0.407407407,0.703703704,0.78283485,0.058734287,0.841569137,0.859545455,0.355399825,0.09898636,0.454386184,0.614
Site26,Site7,135.5132184,1.75777093,3.162273147,1.791281868,0.772986969,1.615915182,0.357142857,0.357142857,0.714285714,0.761182714,0.059244016,0.82042673,0.828727273,0.357342835,0.117587172,0.474930008,0.595081301
Site27,Site7,129.5453521,1.508358958,3.130937657,2.309987688,0.789793241,2.170776303,0.307692308,0.461538462,0.769230769,0.71177739,0.108121984,0.819899374,0.832,0.353859941,0.124311868,0.478171809,0.604731707
Site28,Site7,272.6258529,2.891334635,3.462571587,3.064217305,1.670080441,2.569096926,0.64516129,0.225806452,0.870967742,0.814500837,0.031121026,0.845621863,0.867909091,0.340155078,0.116308631,0.456463709,0.604520325
Site29,Site7,281.950556,2.551270603,3.183163473,2.863387593,2.470871623,1.446990646,0.666666667,0.055555556,0.722222222,0.72961999,0.095679334,0.825299323,0.837454545,0.323237598,0.146475196,0.469712794,0.599934959
Site30,Site7,298.3151656,3.237876514,3.496518368,3.014322887,1.351492919,2.694366226,0.6875,0.1875,0.875,0.749476769,0.091042277,0.840519046,0.853818182,0.351881164,0.069280409,0.421161573,0.549926829
Site31,Site7,299.6090704,4.124037184,3.525242566,4.239151733,3.014993526,2.979970043,0.444444444,0.407407407,0.851851852,0.755729222,0.082690886,0.838420108,0.849545455,0.282278635,0.066682862,0.348961496,0.438195122
Site32,Site7,331.8021016,4.802349662,3.326784466,4.391804489,1.985766851,3.917228189,0.333333333,0.583333333,0.916666667,0.794977268,0.059753193,0.854730461,0.878818182,0.355479542,0.155374293,0.510853835,0.702365854
Site33,Site7,360.0984741,3.886988531,3.653195815,3.601878988,1.889838484,3.066275061,0.5,0.357142857,0.857142857,0.809848318,0.045284678,0.855132996,0.875090909,0.35541678,0.192234591,0.547651371,0.666373984
Site34,Site7,438.8762731,4.638459516,3.825541007,4.400238149,2.855275313,3.348058938,0.260869565,0.652173913,0.913043478,0.69132948,0.255202312,0.946531792,0.961363636,0.325010701,0.252960479,0.57797118,0.769845528
Site35,Site7,525.038333,4.661541674,3.501740949,5.050996746,3.255008743,3.862316172,0.260869565,0.652173913,0.913043478,0.771106942,0.164031091,0.935138033,0.960727273,0.306939246,0.264324791,0.571264037,0.770650407
Site36,Site7,546.8790478,4.368287132,3.332007048,3.785333433,1.741591347,3.360894045,0.181818182,0.727272727,0.909090909,0.689478186,0.238380382,0.927858569,0.951909091,0.233364574,0.371758825,0.605123399,0.882422764
Site37,Site7,558.7729006,4.085215532,4.400024981,4.126852465,2.001272606,3.609129982,0.461538462,0.461538462,0.923076923,0.854871247,0.030734544,0.885605791,0.902181818,0.331157105,0.219891652,0.551048757,0.71704878
Site38,Site7,571.311414,3.244298269,3.023874735,5.40843778,5.180264901,1.554366358,0.322580645,0.225806452,0.548387097,0.69052103,0.091232475,0.781753505,0.778545455,0.359493671,0.170153231,0.529646902,0.643325203
Site39,Site7,602.9848706,3.139290994,3.869932951,3.309514721,0.665359225,3.241941515,0.666666667,0.266666667,0.933333333,0.753770979,0.077331634,0.831102613,0.837727273,0.38949157,0.147823814,0.537315384,0.651471545
Site40,Site7,654.1892112,2.886834646,3.796816808,3.428953784,1.974526583,2.803385245,0.482758621,0.310344828,0.793103448,0.775420468,0.04517973,0.820600198,0.826818182,0.338841828,0.21955284,0.558394667,0.76099187
Site41,Site7,679.5895416,2.674301281,4.003108781,2.795137551,1.456126493,2.385893871,0.285714286,0.357142857,0.642857143,0.800511212,0.009178576,0.809689787,0.824272727,0.35495251,0.191587517,0.546540027,0.680601626
Site42,Site7,687.7126985,2.676623126,3.929992639,4.142479667,2.563997416,3.253621834,0.722222222,0.055555556,0.777777778,0.792589245,0.018752824,0.81134207,0.833454545,0.325263458,0.250640843,0.575904301,0.69004065
Site43,Site7,715.9484735,2.537263919,3.882989405,3.794128465,1.918652274,3.273252856,0.580645161,0.225806452,0.806451613,0.778,0.034888889,0.812888889,0.833181818,0.336748823,0.216006646,0.552755469,0.699455285
Site44,Site7,738.0600397,2.403385044,3.697587758,3.317512446,2.15811364,2.519609959,0.588235294,0.117647059,0.705882353,0.765471962,0.06511678,0.830588742,0.843090909,0.339571833,0.18244244,0.522014272,0.663365854
Site45,Site7,736.8687872,2.45995788,3.010818281,2.650185317,2.028151832,1.705896351,0.307692308,0.461538462,0.769230769,0.749296409,0.022177192,0.771473601,0.774181818,0.349024424,0.198253513,0.547277937,0.637666667
Site46,Site7,770.0598652,2.303515235,3.415568353,2.785370489,1.745412524,2.1706736,0.545454545,0.151515152,0.696969697,0.721380471,0.086069024,0.807449495,0.810727273,0.342520225,0.204168381,0.546688606,0.679731707
Site47,Site7,796.4270226,2.16565177,3.441681261,3.58372192,1.893855843,3.042428775,0.296296296,0.407407407,0.703703704,0.770778073,0.040008842,0.810786914,0.814181818,0.363636364,0.202354874,0.565991238,0.723682927
Site48,Site7,797.8401326,2.08029884,2.133424575,2.211142121,0.588587032,2.131364536,0.588235294,0.117647059,0.705882353,0.736950549,0.005723443,0.742673993,0.733909091,0.38119007,0.153553133,0.534743202,0.662398374
Site49,Site7,848.2367259,1.878798638,3.496518368,4.179208086,2.410913643,3.413689445,0.685714286,0.085714286,0.771428571,0.74774481,0.055972177,0.803716987,0.815272727,0.359389273,0.14602636,0.505415634,0.658203252
Site50,Site7,864.4196122,1.830815762,1.919298731,4.264484958,2.440687688,3.496980922,0.466666667,0.266666667,0.733333333,0.739925892,0.005789717,0.745715609,0.754727273,0.324550397,0.224313397,0.548863795,0.665674797
Site51,Site7,855.9524668,1.715852349,1.793956773,1.989966118,0.791637887,1.825725775,0.214285714,0.357142857,0.571428571,0.76929962,0.028194227,0.797493846,0.803090909,0.311983181,0.230833917,0.542817099,0.767121951
Site52,Site7,912.4442876,2.152142845,2.04986327,2.682362515,1.502981397,2.221737064,0.375,0.1875,0.5625,0.711931997,0.088466786,0.800398783,0.805181818,0.295183261,0.233253756,0.528437017,0.720349593
Site53,Site7,929.8252363,2.266925473,3.394678027,2.994245136,0.612688484,2.930890096,0.666666667,0.151515152,0.818181818,0.767245216,0.033600356,0.800845572,0.799545455,0.379976035,0.16921848,0.549194515,0.66295122
Site54,Site7,760.6466787,1.440964175,2.073364887,2.88769911,2.048743887,2.03505642,0.545454545,0.151515152,0.696969697,0.742560866,0.020964833,0.763525699,0.762454545,0.361297239,0.176896274,0.538193514,0.681154472
Site55,Site7,897.3386184,2.137472567,1.551106729,2.513884169,1.19492261,2.211735421,0.5,0.1875,0.6875,0.665465338,0.079287683,0.744753021,0.729545455,0.364003228,0.181329029,0.545332257,0.675731707
Site56,Site7,940.7295184,2.709383867,0.06528227,3.009476512,2.809265479,1.079340699,0.411764706,0.117647059,0.529411765,0.719598927,0.012708406,0.732307334,0.711545455,0.394933502,0.112349588,0.507283091,0.662284553
Site57,Site7,979.56546,3.299749574,2.590400464,2.99054828,2.828905394,0.96988313,0.413793103,0.310344828,0.724137931,0.771353795,0.033309541,0.804663336,0.829636364,0.382946708,0.101191223,0.484137931,0.617772358
Site58,Site7,1037.839753,3.27099064,2.822805344,4.718892565,4.197620274,2.155906091,0.516129032,0.225806452,0.741935484,0.773011719,0.011719194,0.784730914,0.797272727,0.378240327,0.121440429,0.499680756,0.614747967
Site59,Site7,264.3728194,3.69155712,3.721089376,4.324222349,2.506072498,3.523989154,0.4,0.52,0.92,0.838317967,0.023386553,0.86170452,0.881818182,0.34448341,0.184515781,0.528999191,0.698308943
Site60,Site7,323.9686849,2.313711766,1.7861229,3.737810686,2.927207163,2.324368075,0.5,0.055555556,0.555555556,0.717844203,0.016530797,0.734375,0.721727273,0.366866931,0.122587243,0.489454174,0.582252033
Site9,Site8,114.8571579,1.507853109,0.023501617,3.146555644,2.84997706,1.333582835,0.27027027,0.513513514,0.783783784,0.634524683,0.152290116,0.786814799,0.789727273,0.422603107,0.024638457,0.447241564,0.598455285
Site10,Site8,156.5754385,1.614582828,1.329147012,5.136237161,4.322797006,2.77387062,0.285714286,0.6,0.885714286,0.633627967,0.091866124,0.725494091,0.719363636,0.368435677,0.063073076,0.431508752,0.594186992
Site11,Site8,161.8354062,1.591659369,1.509326077,4.19455775,2.923952374,3.007460263,0.638297872,0.191489362,0.829787234,0.625037829,0.109048724,0.734086553,0.739454545,0.397885892,0.036996883,0.434882775,0.585186992
Site12,Site8,348.090766,0.374220361,0.284630696,2.612626233,2.364891792,1.110451551,0.489795918,0.142857143,0.632653061,0.656499907,0.022317277,0.678817184,0.611272727,0.370522286,0.046212743,0.416735029,0.546634146
Site13,Site8,369.8351033,0.212774192,0.809500145,3.472960489,2.305783894,2.597078202,0.528301887,0.056603774,0.58490566,0.629909073,0.063455214,0.693364287,0.617636364,0.373933716,0.070060131,0.443993847,0.605463415
Site14,Site8,395.2970247,1.387674054,1.271698615,3.733246867,3.391977269,1.559366018,0.448979592,0.142857143,0.591836735,0.638330757,0.062017002,0.700347759,0.647909091,0.411748927,0.026287554,0.438036481,0.57800813
Site15,Site8,450.0595183,1.567170538,0.783387237,3.07098723,2.323214162,2.008392024,0.19047619,0.333333333,0.523809524,0.650018847,0.035996985,0.686015831,0.617818182,0.422064913,0.0220382,0.444103112,0.579886179
Site16,Site8,375.6421035,0.349563932,1.216861508,2.666564021,2.564451929,0.730855648,0.292682927,0.365853659,0.658536585,0.615430742,0.098740756,0.714171497,0.679090909,0.307257038,0.082472768,0.389729806,0.48504878
Site17,Site8,400.107682,0.638583933,0.52748074,1.263728123,0.737726203,1.026045233,0.4,0.244444444,0.644444444,0.619607843,0.05155428,0.671162123,0.596818182,0.379204893,0.063664165,0.442869058,0.510333333
Site18,Site8,406.2320089,0.626105985,0.188012937,2.942887582,2.788540377,0.940547653,0.205128205,0.435897436,0.641025641,0.654200542,0.006865402,0.661065944,0.589545455,0.339931153,0.097532989,0.437464142,0.484601626
Site19,Site8,419.643874,0.908307002,0.190624228,3.698620047,3.548575826,1.042784665,0.341463415,0.365853659,0.707317073,0.647900409,0.021367521,0.66926793,0.604636364,0.318933024,0.109307046,0.42824007,0.558894309
Site20,Site8,354.0526767,0.864231828,0.083561305,1.94413742,1.557173971,1.163992926,0.434782609,0.217391304,0.652173913,0.655672704,0.009281788,0.664954492,0.592727273,0.358237812,0.056760116,0.414997928,0.414447154
Site21,Site8,370.517877,1.064104604,0.03394678,1.6258704,1.348360186,0.908503916,0.5,0.166666667,0.666666667,0.587175722,0.076260401,0.663436123,0.600454545,0.318602261,0.123476729,0.44207899,0.479780488
Site22,Site8,304.920152,0.938121212,1.12285504,2.469064423,2.37645185,0.669892326,0.444444444,0.244444444,0.688888889,0.636272545,0.101603206,0.737875752,0.712454545,0.358931083,0.076230661,0.435161744,0.562081301
Site23,Site8,202.0205982,1.438356494,0.503979122,4.587915276,4.274095963,1.667654124,0.294117647,0.647058824,0.941176471,0.690957069,0.115802294,0.806759363,0.820181818,0.379997214,0.065886614,0.445883828,0.666894309
Site24,Site8,179.5035739,1.758310001,1.081074387,5.122537202,4.175804366,2.966992634,0.235294118,0.647058824,0.882352941,0.639796018,0.078160243,0.717956262,0.684181818,0.239820359,0.145508982,0.385329341,0.514715447
Site25,Site8,135.5132184,1.656441708,0.814722726,5.37017714,4.730863865,2.54120633,0.277777778,0.555555556,0.833333333,0.663070699,0.05894818,0.722018879,0.699181818,0.403178023,0.030433612,0.433611635,0.617747967
Site26,Site8,123.9623683,1.403154523,0.72593884,3.006904284,2.492102675,1.682527155,0.324324324,0.513513514,0.837837838,0.622701454,0.058438433,0.681139886,0.621272727,0.385300974,0.049225285,0.434526258,0.582081301
Site27,Site8,118.8185394,1.471461153,0.69460335,3.480374575,2.749392677,2.133974481,0.171428571,0.6,0.771428571,0.683558248,0.00927201,0.692830258,0.639909091,0.372619376,0.056030914,0.42865029,0.612528455
Site28,Site8,276.7894588,1.929892846,1.02623728,4.835221852,4.248869561,2.307916336,0.35,0.4,0.75,0.640972428,0.086470995,0.727443423,0.707181818,0.355245138,0.047932073,0.403177212,0.58701626
Site29,Site8,285.4020897,1.604103625,0.746829166,5.433276502,5.20527641,1.557430909,0.533333333,0.244444444,0.777777778,0.666976485,0.021842179,0.688818663,0.642363636,0.342494715,0.07850599,0.421000705,0.592252033
Site30,Site8,294.4660978,2.432675922,1.060184061,5.102138262,4.330983405,2.697109117,0.390243902,0.365853659,0.756097561,0.680112045,0.026517274,0.706629318,0.666818182,0.392259414,0.000523013,0.392782427,0.570715447
Site31,Site8,291.8743117,3.328836514,1.088908259,5.69021617,4.887536916,2.913853626,0.333333333,0.555555556,0.888888889,0.68549374,0.034924221,0.720417961,0.696545455,0.409233177,0.002086594,0.41131977,0.598934959
Site32,Site8,322.3226659,3.947889925,0.890450159,6.200778583,4.88335743,3.821318522,0.242424242,0.696969697,0.939393939,0.716897614,0.057929176,0.77482679,0.782636364,0.32120523,0.087549744,0.408754974,0.621373984
Site33,Site8,351.4174613,3.138763243,1.216861508,5.12397475,4.267518091,2.836090017,0.216216216,0.513513514,0.72972973,0.660358954,0.072376122,0.732735076,0.717818182,0.415527128,0.125128658,0.540655786,0.67404065
Site34,Site8,426.8773948,3.809835594,1.3892067,6.546046081,5.683848676,3.24724245,0.1875,0.75,0.9375,0.569729998,0.361654694,0.931384692,0.943545455,0.374301676,0.187461204,0.56176288,0.779918699
Site35,Site8,511.2754615,3.941493822,1.065406642,7.042168619,5.920856421,3.812557947,0.1875,0.75,0.9375,0.613509749,0.275998143,0.889507892,0.919363636,0.345086977,0.199185081,0.544272058,0.755211382
Site36,Site8,532.4453772,3.784707316,0.895672741,5.781550163,4.561395775,3.552462648,0.129032258,0.806451613,0.935483871,0.546278159,0.345984329,0.892262488,0.922181818,0.25972246,0.310947404,0.570669865,0.873634146
Site37,Site8,541.3336727,3.540469568,1.963690674,5.819068381,4.649148364,3.499568018,0.342857143,0.6,0.942857143,0.666110009,0.147479386,0.813589396,0.832909091,0.379258366,0.153451914,0.53271028,0.737650407
Site38,Site8,553.6256876,3.12530558,0.587540428,5.608898352,5.227268724,2.033568885,0.35,0.4,0.75,0.688013443,0.026325616,0.714339059,0.683818182,0.405763689,0.10259366,0.508357349,0.568601626
Site39,Site8,585.0796068,2.932405601,1.433598644,4.618550119,2.905345029,3.590261197,0.512820513,0.435897436,0.948717949,0.728046934,0.040310371,0.768357305,0.773818182,0.456110641,0.079875811,0.535986452,0.670715447
Site40,Site8,636.114999,2.659851089,1.360482502,5.778097683,4.892504835,3.074054208,0.421052632,0.473684211,0.894736842,0.67290996,0.072480734,0.745390694,0.726454545,0.390295359,0.15310428,0.543399638,0.770813008
Site41,Site8,661.4100491,2.578916137,1.566774474,4.333513424,3.445332366,2.628502137,0.324324324,0.513513514,0.837837838,0.652801967,0.126319025,0.779120992,0.780454545,0.427332843,0.124467303,0.551800147,0.675357724
Site42,Site8,669.4597639,2.43723724,1.493658332,5.160214039,3.503189861,3.788861271,0.577777778,0.244444444,0.822222222,0.650009994,0.098740756,0.74875075,0.760181818,0.402663776,0.185070466,0.587734242,0.707479675
Site43,Site8,697.604064,2.338782007,1.446655098,5.977489753,4.670048838,3.731089331,0.45,0.4,0.85,0.649793185,0.082726019,0.732519204,0.738727273,0.385458915,0.149466727,0.534925642,0.664626016
Site44,Site8,719.7239356,2.13841608,1.261253452,5.812308603,5.013487646,2.940726597,0.511627907,0.302325581,0.813953488,0.684155098,0.052561034,0.736716132,0.727727273,0.39201399,0.115126785,0.507140775,0.619447154
Site45,Site8,718.5243418,2.394019591,0.574483974,4.453876957,3.892115247,2.165284936,0.285714286,0.6,0.885714286,0.663345621,0.095347215,0.758692837,0.769363636,0.418095801,0.131283264,0.549379066,0.673447154
Site46,Site8,751.7651456,2.012708056,0.979234046,4.784869413,4.076949431,2.504687333,0.476190476,0.333333333,0.80952381,0.676111841,0.031525615,0.707637455,0.680272727,0.392984542,0.137336504,0.530321046,0.657634146
Site47,Site8,778.2310197,1.954915063,1.005346954,5.692602337,4.872412124,2.943691807,0.222222222,0.555555556,0.777777778,0.653793374,0.077631837,0.731425211,0.719363636,0.423801751,0.135480042,0.559281793,0.721764228
Site48,Site8,779.8113007,2.135733938,0.302909732,3.707793901,2.600510197,2.642930633,0.511627907,0.302325581,0.813953488,0.619211325,0.111627907,0.730839232,0.718090909,0.447786606,0.08569807,0.533484677,0.636471545
Site49,Site8,830.5426919,1.310474046,1.060184061,5.631303729,4.039022189,3.924013435,0.545454545,0.272727273,0.818181818,0.644905843,0.061709319,0.706615162,0.682545455,0.42800789,0.078050155,0.506058045,0.622235772
Site50,Site8,846.985027,1.451453035,0.517035576,4.538214094,3.335670046,3.077124065,0.41025641,0.435897436,0.846153846,0.649029622,0.122982635,0.772012257,0.782545455,0.387711864,0.157990315,0.545702179,0.695056911
Site51,Site8,838.7160747,1.155233386,0.642377534,3.5782745,3.056787176,1.860134555,0.162162162,0.513513514,0.675675676,0.597502973,0.089377725,0.686880698,0.646090909,0.354946728,0.164687976,0.519634703,0.664878049
Site52,Site8,895.1137095,1.498931596,0.386471037,4.279531316,3.446149228,2.537408872,0.292682927,0.365853659,0.658536585,0.651876814,0.029111673,0.680988486,0.632181818,0.33557047,0.167175107,0.502745577,0.615170732
Site53,Site8,912.4442876,1.578432319,0.95834372,4.322565443,2.670454431,3.399006494,0.523809524,0.333333333,0.857142857,0.620390456,0.084007099,0.704397555,0.673363636,0.447163835,0.101641232,0.548805068,0.662268293
Site54,Site8,743.5735382,0.583228451,0.36296942,4.014006757,3.127859189,2.515700129,0.380952381,0.333333333,0.714285714,0.596449232,0.096548973,0.692998205,0.626272727,0.411193272,0.109467885,0.520661157,0.604739837
Site55,Site8,880.4249197,1.46498618,0.885227578,4.739855189,4.06108059,2.444146406,0.487804878,0.365853659,0.853658537,0.646392142,0.038345297,0.684737439,0.632727273,0.416363372,0.113990392,0.530353763,0.665764228
Site56,Site8,924.1422042,1.895042887,2.501616577,3.473052692,3.382888377,0.786232302,0.279069767,0.302325581,0.581395349,0.629328949,0.129791388,0.759120337,0.738818182,0.461664393,0.043929059,0.505593452,0.622130081
Site57,Site8,962.9007918,2.357804824,0.154066157,3.65746097,3.244655725,1.687966225,0.315789474,0.473684211,0.789473684,0.644769874,0.15,0.794769874,0.813,0.466126856,0.03265857,0.498785425,0.655073171
Site58,Site8,1021.213397,2.400242209,0.386471037,6.189928825,6.009769698,1.482527245,0.4,0.4,0.8,0.661570954,0.105702504,0.767273459,0.763363636,0.454720617,0.05312414,0.507844756,0.660707317
Site59,Site8,258.102107,2.885135279,1.284755069,6.335709515,5.438663012,3.249947646,0.235294118,0.647058824,0.882352941,0.665207006,0.094148089,0.759355096,0.758272727,0.398014309,0.117243393,0.515257702,0.687869919
Site60,Site8,322.964918,1.468832157,0.650211407,4.173306229,3.826990119,1.664521404,0.355555556,0.244444444,0.6,0.575806129,0.100941318,0.676747446,0.608363636,0.42546156,0.054284927,0.479746487,0.521268293
Site10,Site9,42.7726313,0.787026258,1.305645395,4.070247004,1.595938944,3.744314298,0.5,0.125,0.625,0.717038069,0.061281337,0.778319406,0.785727273,0.293698318,0.03849444,0.332192757,0.53295122
Site11,Site9,47.01592123,1.003300941,1.485824459,4.064267549,1.426692315,3.805630006,0.357142857,0.357142857,0.714285714,0.706146572,0.043971631,0.750118203,0.755909091,0.329673384,0.012369701,0.342043085,0.528780488
Site12,Site9,278.9200599,1.67333488,0.261129079,2.198308517,1.220542118,1.828342767,0.266666667,0.4,0.666666667,0.676056338,0.130416084,0.806472422,0.822636364,0.319495091,0.021598878,0.341093969,0.519593496
Site13,Site9,299.9083251,1.559873802,0.833001762,2.610194155,1.198949298,2.318541375,0.176470588,0.470588235,0.647058824,0.632751829,0.089701745,0.722453573,0.698818182,0.293096024,0.045500215,0.338596239,0.516300813
Site14,Site9,330.7171145,2.741848297,1.295200232,2.405051222,1.561306232,1.8293699,0.133333333,0.4,0.533333333,0.675132037,0.091133835,0.766265873,0.771272727,0.336083608,0.001650165,0.337733773,0.496447154
Site15,Site9,394.3618504,2.980121868,0.806888854,2.307132232,1.067232264,2.045452134,0.260869565,0.217391304,0.47826087,0.649852604,0.116934163,0.766786767,0.782636364,0.365329317,0.002601671,0.367930987,0.533747967
Site16,Site9,292.2081093,1.397637168,1.240363125,1.572024632,1.161676692,1.05913583,0.454545455,0.181818182,0.636363636,0.747807787,0.054366889,0.802174676,0.821636364,0.280900508,0.05795207,0.338852578,0.549821138
Site17,Site9,306.8094613,1.59642991,0.550982357,3.050918562,2.609797049,1.580209934,0.230769231,0.307692308,0.538461538,0.632526105,0.101532993,0.734059098,0.732272727,0.292439372,0.039087019,0.331526391,0.446861789
Site18,Site9,310.4129721,1.11503053,0.16451132,2.673776465,1.53023786,2.192590403,0.5,0.1,0.6,0.632629718,0.15898929,0.791619008,0.79,0.366529169,0.073070124,0.439599293,0.598357724
Site19,Site9,319.4021951,1.508480967,0.167122611,2.299494176,1.058256006,2.041511129,0.454545455,0.181818182,0.636363636,0.633873913,0.131350016,0.765223929,0.770454545,0.354185284,0.08489723,0.439082514,0.632268293
Site20,Site9,254.8771891,1.11208552,0.060059688,2.110667327,1.544271009,1.438799366,0.37037037,0.333333333,0.703703704,0.593322273,0.161343841,0.754666114,0.747727273,0.396769165,0.032166643,0.428935808,0.571772358
Site21,Site9,268.5811082,0.634632461,0.010445163,2.326623731,1.907653376,1.331929647,0.275862069,0.379310345,0.655172414,0.697101118,0.076923077,0.774024195,0.781727273,0.33499321,0.099139882,0.434133092,0.598203252
Site22,Site9,214.9876828,0.583833801,1.146356657,3.583548973,3.156772296,1.696057757,0.307692308,0.307692308,0.615384615,0.668464876,0.051483523,0.719948399,0.686909091,0.371931851,0.051689287,0.423621138,0.582292683
Site23,Site9,94.19299474,1.071089611,0.480477505,3.196237136,2.407264544,2.102619614,0.666666667,0.2,0.866666667,0.643809524,0.037142857,0.680952381,0.626,0.401715511,0.041315225,0.443030736,0.627382114
Site24,Site9,64.91219335,0.792734149,1.05757277,4.281731739,1.811037556,3.879867221,0.666666667,0.2,0.866666667,0.713860933,0.075022873,0.788883806,0.791090909,0.330357143,0.121305419,0.451662562,0.635943089
Site25,Site9,69.23361639,0.312839721,0.791221109,4.219711945,2.127789375,3.643965049,0.588235294,0.058823529,0.647058824,0.717661552,0.094187479,0.811849031,0.825545455,0.365368683,0.005799503,0.371168186,0.54895122
Site26,Site9,76.08369395,0.772895964,0.702437222,2.989231412,1.215161792,2.731096164,0.666666667,0,0.666666667,0.708081486,0.094694426,0.802775912,0.805636364,0.452102968,0.024616683,0.476719651,0.640536585
Site27,Site9,80.8412228,0.255232399,0.671101733,3.546405,1.424723785,3.24763769,0.5,0.125,0.625,0.649364407,0.143220339,0.792584746,0.797636364,0.433021807,0.031435854,0.464457661,0.656739837
Site28,Site9,295.3155706,2.817217192,1.002735663,3.904557421,1.618794822,3.553177729,0.666666667,0.142857143,0.80952381,0.75744288,0.066697438,0.824140318,0.841363636,0.430177016,0.023321158,0.453498174,0.644544715
Site29,Site9,298.8779816,2.420697731,0.723327549,3.922292888,3.040895982,2.477364149,0.384615385,0.307692308,0.692307692,0.678057167,0.130883301,0.808940469,0.822454545,0.400231515,0.053971929,0.454203444,0.641292683
Site30,Site9,261.6901816,2.561123948,1.036682444,4.226596594,1.91932245,3.76567658,0.636363636,0.181818182,0.818181818,0.680350005,0.126282813,0.806632818,0.811636364,0.397106109,0.024115756,0.421221865,0.611089431
Site31,Site9,233.9541568,3.343013586,1.065406642,5.367495899,3.514702445,4.056707896,0.705882353,0.058823529,0.764705882,0.696837514,0.117993457,0.814830971,0.827454545,0.415018707,0.026723677,0.441742384,0.652682927
